CompanyId,CountryId,Rate,ModifiedDate,OperatorId,VendorId,ExternalId
1,106,0.00157,2021-03-10 06:32:36.360,199,1,2E175A5D-47E5-4F89-9779-2C5AD36ACDD8
1,106,0.00157,2021-03-10 06:32:36.360,220,1,F2E37581-1126-4D10-AC58-8728FC9DC11C
1,17,8.0000004E-3,2021-05-09 16:10:45.563,251,1,AEC313A3-B950-42B2-BDAF-E96759E03CF4
1,89,2.5599999E-2,2021-12-03 13:26:09.743,261,1,FE73777A-AA56-44C4-9480-5FCF9614366F
1,243,0.0612,2023-03-01 11:46:03.817,262,1,6182C5E6-7BBF-46DC-94E6-516766499127
1,167,0.1305,2023-03-01 11:46:03.760,265,1,9E737A7B-F1FE-4872-B308-95B33C81DC1F
1,115,0.1515,2022-08-23 10:36:19.780,266,1,861DC077-6E0D-4BA6-88DE-B93E6BC1D373
1,1,2.5599999E-2,2021-10-24 15:28:49.743,267,1,D8E64243-9B22-4CC4-A44D-F40F679F7F18
1,69,6.3299999E-2,2021-10-24 11:37:55.613,268,1,FC4EC285-8C06-41C2-A098-5FC868418FAF
1,140,0.0151,2022-02-09 09:50:38.723,269,1,2E50BB71-0D95-4122-B35D-DF9E58988B8C
1,141,1.7379999E-2,2022-08-23 11:58:04.447,270,1,D75C0677-1974-49CC-8E06-4684480DEAEA
1,141,0.02366,2022-02-09 09:50:38.707,271,1,CB26E8C0-873B-47E7-A71E-865B9A841FE6
1,264,4.5499999E-2,2021-10-24 13:54:35.123,272,1,640030D3-F298-4333-AF67-BEDD819E8F3C
1,40,0.0502,2023-06-26 11:18:20.867,273,1,410561E0-91CE-4137-A93E-AC89E13ADFD2
1,39,0.1055,2023-04-14 16:28:40.833,274,1,5EC1F719-FA5E-41F6-A0BC-006E7C9C1938
1,129,9.0599999E-2,2023-04-18 14:35:48.093,275,1,065E8552-A133-4062-BA53-79ABC336D9E2
1,129,9.0599999E-2,2023-04-18 14:35:48.093,276,1,C5F2E776-3F8A-4F3B-88D1-5FB5B17EBF9E
1,120,2.8000001E-2,2023-06-26 11:18:20.903,279,1,D4CE9DEC-B9A5-4159-AAD4-7EA9606D0A89
1,219,0.1455,2023-06-26 11:18:20.910,280,1,9D6798E4-A37E-49FB-A7BC-FB71AA82DFE2
1,115,0.125,2023-05-25 11:18:20.093,281,1,804CE987-2C37-4861-8B2E-413EED252D28
1,199,0.1955,2023-04-14 16:28:40.823,285,1,83FAE5F0-8F5E-4FCB-95C8-36C264D0988A
1,164,7.2899997E-2,2023-04-14 16:28:40.853,286,1,CF27892E-DE99-4C0D-8414-054E5B3BAA45
1,106,0.00157,2021-03-10 06:32:36.360,287,1,3770218E-F96E-4DBF-A3A6-D43D569176F3
1,249,9.2500001E-2,2023-06-26 11:18:20.947,294,1,75736DB6-D5E4-4BF4-BAAA-09E9E363C748
1,214,2.3150001E-2,2022-10-25 09:19:18.730,296,1,EA448C9F-925E-4992-BBE3-23C588D86F85
1,209,6.0199998E-2,2023-06-26 11:18:20.887,298,1,5967AEB4-CB69-4F7E-A2AA-EB3B13573338
1,236,5.2530002E-2,2022-02-09 09:50:38.623,299,1,B28B121D-6C0A-42E6-9363-9F3D7DE93738
1,245,9.4999999E-2,2023-03-01 11:46:03.493,300,1,2F3C0802-8FE7-4E3E-8E31-FAEA946383A0
1,116,6.0000001E-3,2022-02-09 09:50:38.357,302,1,9208176E-E6BC-4DB9-A912-FC2CFA0F0ACD
1,82,5.0700001E-2,2021-10-24 13:54:35.123,303,1,212DDD63-9D36-4C19-9A7B-EF3712DE2F3E
1,115,0.1005,2023-06-26 11:18:20.880,304,1,E4853778-5242-46EC-81AC-C36DA57D9617
1,106,0.00157,2021-03-10 06:32:36.360,308,1,53E5EFDE-006B-4E8F-BA79-CBA47A940074
1,106,0.00157,2021-03-10 06:32:36.360,309,1,D45C6806-85F1-44CE-ABEA-53C7A07E77A2
1,188,0.1005,2023-03-01 11:46:03.327,320,1,86CC4489-BDA2-45D6-9AEE-78227AC77826
1,216,0.02884,2023-05-25 11:18:20.223,322,1,71299E86-AEF3-48B7-9891-32E9DCB77E42
1,1,4.0600002E-2,2021-10-24 15:28:49.743,327,1,1CA4DBCE-0A25-4362-9C3C-9FA8B637FFC0
1,1,0.06318,2023-04-14 16:28:40.820,328,1,7AAF1809-8B8F-429A-97DC-995B3F2EDC0C
1,180,0.04998,2022-02-09 09:50:38.357,329,1,A8236E9A-A06D-4C40-B439-B17C5E2C3439
1,86,0.01545,2021-12-03 13:11:33.597,332,1,6732AC6D-E272-4B25-88C5-1E175EB6E2DB
1,18,0.0153,2023-03-01 11:46:03.110,333,1,ECCAD8FA-4631-4FDB-BA59-54689A92AB19
1,142,0.01112,2022-08-08 11:50:51.973,334,1,B8DEA40E-FEF2-4BD7-906F-3B01617825BE
1,234,2.0199999E-2,2023-06-26 11:18:20.870,335,1,B662353F-D11A-4CBF-A179-E232C807C57D
1,236,0.0166,2023-03-01 11:46:03.203,336,1,325B74C1-6ECF-4098-ACFE-F3BB40B24263
1,40,0.0175,2023-06-26 11:18:20.920,337,1,3379B5F7-4DC1-4375-86D7-626181001B7D
1,120,2.8000001E-2,2023-06-26 11:18:20.890,339,1,5E7BE2F0-E504-4476-B23C-8DECD4F113F4
1,209,0.0295,2023-05-25 11:18:20.293,341,1,2294B082-0016-4DB5-AE86-012901475405
1,159,8.0499999E-2,2022-07-13 09:28:39.760,344,1,07CB1EC5-3AE8-44FA-8277-CF3BD3A7148C
1,12,5.2499998E-2,2023-03-01 11:46:03.970,345,1,E27F3EBE-958C-4A86-9A64-F409FBCCD3D5
1,41,0.0055,2023-03-01 11:46:03.440,346,1,9F68233C-2D5A-4CD6-B9B2-C6EA5F173E8B
1,41,0.0055,2023-03-01 11:46:03.603,347,1,CA827A66-B095-433E-9324-7FDD2E1C3266
1,41,0.0055,2023-03-01 11:46:03.453,348,1,6819551F-C4CA-4A9F-B15D-ED6C056AF430
1,41,0.0055,2023-03-01 11:46:03.400,349,1,80A3830D-4530-4052-A197-E779540F7F74
1,41,0.0055,2023-03-01 11:46:04.243,350,1,3849FAB1-85C3-45C5-A25E-1BFD8A1CC021
1,41,0.0055,2023-03-01 11:46:03.170,351,1,8C76E9AD-0D5F-4263-B438-A095CAEEF031
1,41,0.0055,2023-03-01 11:46:04.297,352,1,7C988196-78B6-4068-91C9-392BD8618E88
1,41,0.0055,2023-03-01 11:46:04.260,353,1,1DC3DEFB-06A4-4117-8B39-4651AEE1B820
1,205,5.2499998E-2,2023-03-01 11:46:04.323,354,1,3CAD9476-F054-4560-BC95-C1490688D898
1,253,4.9999999E-3,2022-02-09 09:50:38.140,435,1,9B131AFE-DCBD-4A76-84B9-586D5BAAD931
1,253,4.9999999E-3,2022-02-09 09:50:38.530,437,1,514D2D66-7911-4BCF-BAAB-7DE8172B4697
1,20,2.2919999E-2,2022-08-23 11:58:04.463,455,1,A65F9F15-4332-4789-8F21-B95D0A7E2534
1,251,0.23977999,2023-05-25 11:18:20.047,458,1,5B57D999-B0E1-406F-8D6D-6EF67C3BEB28
1,248,0.0151,2022-07-13 09:28:39.887,459,1,4DF1AFE4-1EE8-4F80-8E3C-BF38DB3EF116
1,1,0.07147,2023-06-26 11:18:20.890,460,1,3B7F1DFF-E2E2-4542-8C92-FE7B8B807E01
1,234,0.01173,2021-12-07 11:31:12.883,464,1,D09EC706-0480-4341-A6B5-AFFEA956B601
1,248,0.0119,2021-10-24 13:03:54.893,465,1,F82DA8ED-EB68-4E54-89F1-8B749DA5B3D1
1,196,0.11191,2023-05-25 11:18:19.993,466,1,D6F7C1E5-EB33-4271-B740-DEB92152395F
1,29,7.1500003E-2,2021-10-24 14:52:15.863,467,1,E877D14C-83E6-4FCC-B52D-AC4945592F24
1,106,0.00157,2021-03-10 06:32:36.360,495,1,32B86297-86BA-4DA3-9F1B-34F1A57908D5
1,106,0.00157,2021-03-10 06:32:36.360,506,1,5D85DA6F-CABE-41E2-AB10-1BCA3B7AE1D1
1,106,0.00157,2021-03-10 06:32:36.360,508,1,09B66710-1C4E-474D-9316-331CE578B1BB
1,106,0.00157,2021-03-10 06:32:36.360,528,1,D7599A75-18C6-4B24-8F30-A39081C9BC3B
1,106,0.00157,2021-03-10 06:32:36.360,570,1,AE7DD969-D9F1-4E66-91E2-20EB0783351C
1,106,0.00157,2021-03-10 06:32:36.360,605,1,6CD78848-1776-425B-A1B9-6CF8ABB21575
1,17,8.0000004E-3,2021-05-09 16:10:45.563,610,1,7FD3722E-FE9A-4D88-AF92-295544B62721
1,66,0.10409,2023-05-25 11:18:20.000,611,1,C34A0BB9-E52D-45D2-9B31-5D9737281AC3
1,107,0.20326,2023-05-25 11:18:20.040,612,1,C3EE7B7A-C46A-4AA4-BFC8-859ABAC16EE7
1,219,6.3500002E-2,2023-03-01 11:46:03.300,615,1,4DC59C2B-828E-436A-9644-4BB83FB6F58E
1,251,0.23977999,2023-05-25 11:18:20.280,616,1,DE8BCF62-A21A-4F51-B3CB-7A3C2DE08B80
1,17,8.0000004E-3,2021-05-09 16:10:45.563,617,1,A42F8BEA-621E-47DF-B28C-3A368F42B5AC
1,191,0.01473,2022-08-23 11:39:10.290,620,1,B34A7EE1-A095-4358-B717-629CC799F218
1,219,0.1056,2023-03-01 11:46:03.263,621,1,E3A3A235-3D96-4A2C-BDE9-CE55B574D075
1,251,0.23977999,2023-05-25 11:18:20.063,622,1,02AE9850-594D-4C4D-97CD-C1D06B9DAD01
1,17,8.0000004E-3,2021-05-09 16:10:45.563,623,1,E38E6F80-AF35-4C60-B2A8-0455C7104732
1,107,0.1785,2023-03-01 11:46:03.240,625,1,03AA15BC-798E-4D07-B12F-E6A58DEFBA8A
1,149,0.0625,2021-12-07 12:11:23.223,626,1,77057667-6861-4B1F-8DD7-3DC7A79F2408
1,191,0.01275,2022-08-23 11:39:10.290,627,1,D5A7D505-0FD2-4AF1-95D0-C16EB506EEF3
1,17,8.0000004E-3,2021-05-09 16:10:45.563,630,1,542FADA2-BB61-4C0F-9943-D14D47AEB464
1,67,0.0305,2021-12-03 13:26:09.853,631,1,404E3ED5-0FDF-41FD-8DAB-B112FECDD7B2
1,107,0.2005,2023-06-26 11:18:20.907,632,1,7038B107-7932-4BF1-BD64-B9191D8AFBF0
1,17,8.0000004E-3,2021-05-09 16:10:45.563,636,1,CF8BE928-C7B2-465F-AD6E-51D9F9EC13A7
1,67,5.8499999E-2,2023-06-26 11:20:02.497,637,1,A5E015A8-2FA2-4DEC-BA0D-ACCC6DD4736C
1,17,8.0000004E-3,2021-05-09 16:10:45.563,642,1,75DA30E2-2A9B-43A0-852A-BFCF77DC182D
1,191,0.01488,2022-08-23 11:39:10.290,644,1,14C17C15-748B-49A3-BC14-A6AAA42D7E78
1,219,2.9200001E-2,2021-10-24 12:49:23.013,645,1,134A2326-0456-4441-90AE-073ECD37A74C
1,17,8.0000004E-3,2021-05-09 16:10:45.563,647,1,683AA460-0821-4740-AE5D-DA30BBCB58C7
1,67,0.01335,2023-05-25 11:18:20.247,648,1,D0EF79AC-7ABC-446A-9154-F7C5DBEC3552
1,219,6.9640003E-2,2021-10-24 12:49:23.013,656,1,C9CDBB98-3862-4BF8-AB0C-49BC56122CB6
1,251,0.23977999,2023-05-25 11:18:20.093,657,1,65333B8A-4F0E-42A5-88CC-3A5B9D6AB85D
1,67,5.7999998E-2,2023-06-26 11:18:20.870,659,1,DB7E8CB8-5A5D-48DC-A034-0432E96324FE
1,151,0.1505,2023-03-01 11:46:03.897,660,1,A48E7E9E-78FF-4946-A689-05A8A8CD7268
1,18,0.0153,2023-03-01 11:46:03.173,662,1,CAA9142F-4B16-4BAA-82F2-96CF4E3828C5
1,151,5.7500001E-2,2022-07-13 09:28:39.780,664,1,F29ECC24-092B-44C1-82C4-BF3ABA8FCBD5
1,192,0.01065,2022-08-23 11:58:04.480,665,1,BB1AAC50-80B9-424A-AF8B-F2B4677BBF77
1,18,0.0153,2023-03-01 11:46:03.473,667,1,2B3A76DF-C433-4C0C-999E-A36088F1B289
1,68,6.5499999E-2,2023-03-01 11:46:04.217,668,1,9FBF9BE8-476D-47BA-85F4-BCD6EFB5EC13
1,151,6.9559999E-2,2022-02-09 09:50:38.190,670,1,33A64180-5E5D-40A2-A107-04BEF2FC6486
1,18,0.0153,2023-03-01 11:46:03.637,672,1,CB33757D-DE80-4FE0-AB4E-970272E9F174
1,68,0.27952,2023-03-01 11:46:03.533,673,1,6B823218-9BEA-47E9-B5BA-25EA4FA106AF
1,192,0.01065,2022-08-23 11:58:04.460,676,1,EED1720B-E5F6-48D6-8CF7-353252A7CB8C
1,219,6.4499997E-2,2023-03-01 11:46:03.560,677,1,073BD8CF-D06E-42F5-A60B-E2C8831DA320
1,68,6.7419998E-2,2023-05-25 11:18:20.027,680,1,D9024BCC-9D95-4147-986A-EE616A6A9343
1,152,5.7530001E-2,2022-02-09 09:50:38.413,682,1,8119EDF8-A9CC-4A9D-93C5-B121EC8EAEED
1,18,0.0153,2023-03-01 11:46:03.757,684,1,C3C6B951-78AF-48D3-A27A-A573D3D02522
1,152,0.1015,2023-04-14 16:28:40.913,687,1,838CA687-2037-49F8-8B3D-EC271E21BCB9
1,220,7.3799998E-3,2023-05-25 11:18:20.357,688,1,571DE5B1-F0CC-495D-9F29-5C589C31F12D
1,18,0.0153,2023-03-01 11:46:03.820,690,1,99C61A1F-C931-457B-BA26-6C9C79B6E5E4
1,69,0.0845,2023-03-01 11:46:03.703,691,1,B54CAAB0-B57B-45AD-B70F-791831F515A7
1,152,3.6600001E-2,2023-03-01 11:46:03.930,693,1,D9EDAD59-BB22-4A06-BCC6-6F1D934E4278
1,220,0.0535,2023-04-14 16:28:40.883,694,1,B7F8986A-EFC0-4F90-9C4F-C158D5483F81
1,69,0.1605,2023-05-25 11:18:20.300,697,1,DFF8D282-F51F-4D4D-9D5D-50B2432F4AD1
1,220,8.2999999E-3,2023-03-01 11:46:03.083,699,1,10338E2D-400E-4851-8A62-B4C33EFF25C9
1,69,0.0605,2022-10-25 09:19:18.707,701,1,35173568-CCBD-435F-B279-01DF8F7C90A6
1,192,0.01065,2022-08-23 11:58:04.440,706,1,8E673145-B15E-4B2D-8ECD-903BB7D52B74
1,19,0.2305,2023-06-26 11:18:20.910,709,1,9F71FAAA-97B1-435E-95A4-1AA0D76491ED
1,70,3.4499999E-2,2021-12-03 13:26:09.800,710,1,A3B37F60-54D2-40C2-B3D9-15314EA971D3
1,192,0.01065,2022-08-23 11:58:04.463,712,1,9610A299-DA4F-4516-8D8E-F2317D4CE687
1,220,8.1000002E-3,2023-03-01 11:46:03.283,713,1,28BFAFC7-12C8-49B5-9C9C-A758B66EBFB8
1,19,0.2305,2023-06-26 11:18:20.873,715,1,A7AEC22F-487C-476C-A38E-11C93C28F823
1,19,0.18128,2023-06-26 11:18:20.910,720,1,9825D8A6-7D2A-43B4-B6EF-33816F7AC160
1,70,0.01922,2023-05-25 11:18:20.393,721,1,3990CEE1-44A4-41C4-BAFE-C65A1BB54108
1,19,0.16949999,2023-04-14 16:28:40.890,724,1,3090AF8D-AAC1-41E6-83DF-EFB66815AEAD
1,70,1.6450001E-2,2023-05-25 11:18:20.130,725,1,299FE108-FAC0-4F45-BB91-87E2ADC40D4B
1,194,9.8000001E-3,2022-05-03 11:12:42.350,728,1,83E00BBF-1136-4F8C-A105-101B7E67DC78
1,70,0.11088,2023-05-25 11:18:20.007,731,1,91E1C9DB-73FB-484A-BA98-57AE8C472593
1,115,0.1005,2023-03-01 11:46:03.937,732,1,A766BFA1-03C1-4B5C-9DC1-CEBD3F07A2F5
1,194,6.2000002E-3,2022-08-23 11:01:38.960,734,1,3D3319B6-D322-49EC-8404-F03C8256878B
1,221,9.9999998E-3,2022-08-23 11:42:52.977,735,1,13B8C5B2-F643-4B63-97E2-15FEFC80CC2E
1,20,0.0274,2023-05-25 11:18:20.057,737,1,B1A00F78-34E4-4177-BBE7-3181D41579D5
1,70,1.6450001E-2,2023-05-25 11:18:20.197,738,1,71EEE07B-C6E3-45FB-8434-D8284977FE53
1,115,0.23100001,2023-06-26 11:18:20.883,739,1,FE578BA4-DBDD-4DE6-86AA-864B3FC22713
1,221,9.9999998E-3,2022-08-23 11:42:52.977,742,1,269E7276-BEDE-4E05-BA8A-019169FB3FF0
1,71,6.8000004E-2,2023-06-26 11:18:20.913,745,1,2C5A17DC-C6B2-4F65-8D82-2E334152C38F
1,115,7.8000002E-2,2023-05-25 11:18:20.300,746,1,1C05537D-89E6-4B8A-B080-6FE3B484E608
1,21,0.0207,2023-06-26 11:20:02.497,750,1,C4A143BB-582F-4F54-BE87-483C8BB6463F
1,71,3.0649999E-2,2022-07-13 09:28:39.890,751,1,4106FB69-257E-4515-8EC8-81A25632963B
1,155,0.01142,2022-02-09 09:50:38.517,753,1,E0210474-E873-43F3-B5F6-4D67C8190C02
1,221,9.9999998E-3,2022-08-23 11:42:52.977,755,1,CC4F7903-8A18-405A-9A5E-7D63B6B9A466
1,21,0.0207,2023-06-26 11:20:02.497,757,1,1A307A8F-D497-478C-8D10-C7429ADCE959
1,115,4.8099998E-2,2022-10-25 09:19:18.560,759,1,2E03A16F-358F-4956-B8DB-E6CF492D450D
1,72,5.5599999E-2,2023-05-25 11:18:20.213,765,1,52186870-B0D5-493B-8DD5-FBDC32C85F37
1,21,0.0207,2023-06-26 11:20:02.497,770,1,8CD1B7DD-F4C4-4CA9-BEBB-E6693B3551A3
1,73,2.3250001E-2,2023-03-01 11:46:04.043,777,1,4DA7E95C-E90A-4ADB-BF45-E23460793027
1,22,0.18089999,2022-10-25 09:19:18.623,782,1,59340E3D-E1B1-40F0-BF82-8468DC088055
1,73,2.3250001E-2,2023-03-01 11:46:03.347,783,1,55188896-97CA-4AEA-98B9-589E77460D0C
1,116,0.1113,2023-05-25 11:18:20.330,784,1,802EED82-BA35-4434-8FDD-2440421A36B9
1,155,0.0107,2021-12-03 13:26:09.810,785,1,3CC593A7-E227-42F3-A2BA-D95BECA36697
1,195,9.2000002E-3,2022-05-03 11:12:42.513,786,1,29D96F69-286B-4194-818D-F3D32BF3EA51
1,223,0.023,2023-06-26 11:18:20.933,787,1,26827554-E333-4638-B1FA-118C53BF41DC
1,22,0.14049999,2023-04-14 16:28:40.810,789,1,002C927A-06C3-4954-9243-DDE3FCFDC29C
1,73,0.0232,2023-03-01 11:46:03.363,790,1,2CDB8049-8FE3-4E1D-A620-011BF19535D1
1,195,9.2000002E-3,2022-05-03 11:12:42.640,793,1,2DCD38BA-6958-476E-A27A-747128685074
1,223,0.023,2023-06-26 11:18:20.943,794,1,24C82CF1-3EB9-4E40-A3FA-FB004DB3E667
1,251,0.23977999,2023-05-25 11:18:20.087,795,1,5D36C6F2-308D-444F-B780-267A23B540F8
1,155,4.9399999E-3,2023-03-01 11:46:03.510,799,1,485C3659-9D6A-4BBB-ACB3-A9EF76F4E62D
1,74,0.119,2023-04-14 16:28:40.830,804,1,B23DE4D0-AF3E-4603-B486-ACCEACD799F6
1,196,5.1100001E-2,2023-04-14 16:28:40.893,807,1,54C7A223-22E3-4E13-937A-9B170EA2EA35
1,223,0.023,2023-06-26 11:18:20.920,808,1,374225BE-2E56-4CF3-A43F-19F20165E49B
1,22,0.1445,2023-03-01 11:46:03.847,810,1,195DE9CC-FBFC-4757-9F49-5401D65A24F0
1,196,0.11151,2023-05-25 11:18:20.103,814,1,1F1F6E3F-7133-44AA-8FAA-E9489C004029
1,22,0.12549999,2022-10-25 09:19:18.450,816,1,9E5ADCB1-ACDA-4F5E-BD26-B90806EDA337
1,223,0.023,2023-06-26 11:18:20.887,821,1,DA765ED9-E389-4A77-A4EA-EFB4718D697D
1,76,5.5599999E-2,2022-10-25 09:19:18.470,824,1,5BD822D9-C2A0-469C-BFCE-44E2F08E47F7
1,196,0.14,2023-03-01 11:46:03.997,827,1,77C5EE85-E207-42D3-98A3-89F3DD2D95FC
1,223,0.023,2023-06-26 11:18:20.887,828,1,D045AEC0-7C70-4D96-8CFB-015462281B89
1,223,0.023,2023-06-26 11:18:20.867,834,1,6FAF6AED-4399-48D0-9B1C-AA527D9BC388
1,23,3.6169998E-2,2023-05-25 11:18:20.010,835,1,C228F1A1-AE80-4CB9-BCCD-4E8C3BFDBEF6
1,77,4.2229999E-2,2022-02-09 09:50:38.827,836,1,979F8CA0-F122-4F3E-BFA8-44D25D173740
1,196,0.11151,2023-05-25 11:18:20.370,839,1,D7C9CA24-9C2D-43B7-8E8A-1FE7FD84E782
1,223,0.023,2023-06-26 11:18:20.917,840,1,593E6F97-B52D-4148-8757-CCAECD338E1F
1,23,0.0995,2023-03-01 11:46:03.677,841,1,E8F3BE71-F03F-407B-B7C0-880239A9B20E
1,77,4.1899998E-3,2023-05-25 11:18:20.047,842,1,0BC75B61-1D27-4619-967E-733949C8C2B2
1,155,0.01142,2022-02-09 09:50:38.157,844,1,F7E4324F-73A1-4BF9-AC60-D4601DDA628A
1,156,0.0306,2022-08-23 11:58:04.480,848,1,847419EC-C288-4BF4-96AF-D55AA5E24D1C
1,223,0.023,2023-06-26 11:18:20.927,850,1,7BB60BBB-115F-439B-B4C8-983276F00981
1,24,0.12157,2023-05-25 11:18:20.343,852,1,07A56815-ED78-4A01-825F-519BCACE6B3E
1,197,3.3500001E-2,2022-02-09 09:50:38.727,856,1,EAAA96F2-846D-425C-AD83-8DCDADA817EC
1,223,0.023,2023-06-26 11:18:20.877,857,1,F9393DAD-55F0-4B58-8C41-1ABBA7B7389D
1,24,0.133,2023-05-25 11:18:20.283,859,1,983C228C-E2C1-4EE5-ADF9-4F761D805E4B
1,24,0.12157,2023-05-25 11:18:20.337,862,1,5BE89281-CD59-4EE7-9E5F-3E729468C1D3
1,78,8.5600004E-2,2022-10-25 09:19:18.620,863,1,708BDA44-F4F4-47BF-91B7-EEA558BCEA7E
1,116,0.1595,2023-04-14 16:28:40.887,864,1,4752D2B0-BF3F-412F-97D8-EECB531B7E9A
1,157,0.02358,2023-06-26 11:20:02.497,865,1,E7627DB0-A8E7-486A-B71C-9BD1DCCB8B30
1,198,0.03101,2022-02-09 09:50:38.703,866,1,8C16EFA6-B8E2-4F23-8108-101F500083CE
1,223,0.023,2023-06-26 11:18:20.940,867,1,FDFB000D-57AA-46E3-9413-2C341B37C3EA
1,78,7.0600003E-2,2023-06-26 11:18:20.887,869,1,D9EF060F-82B5-49E6-ACF7-470A65DE5CE6
1,157,0.02836,2022-02-09 09:50:38.643,871,1,592BD20C-E663-46E9-9972-8B7146F73445
1,198,2.4499999E-2,2022-08-08 11:50:52.090,872,1,3F30CB87-6710-41E0-BE25-A9A0360E9DD3
1,157,0.0305,2021-10-24 13:54:35.120,876,1,B55DD3CB-5D8F-43AA-98EA-7615B394ABBC
1,198,2.6799999E-2,2022-02-09 09:50:38.267,877,1,5F1E179F-A0AA-4D9E-922A-203592B0D9EE
1,224,0.1205,2022-10-25 09:19:18.593,878,1,1D4B17A5-453E-4615-9EA9-4BE50B871C72
1,25,2.7690001E-2,2023-05-25 11:18:20.370,879,1,B0369C00-4554-4588-99E1-3EE7A0248D7E
1,198,0.02774,2022-02-09 09:50:38.250,882,1,2C8A4D16-654B-4581-8CD9-CC4208051EE3
1,224,0.1305,2023-06-26 11:18:20.930,883,1,4F312FC5-8913-4C06-BAC3-648EB0A140D2
1,25,4.5839999E-2,2022-05-26 22:04:55.533,884,1,9D3560FB-4299-4E34-97ED-917746226BB7
1,79,3.7999999E-2,2021-10-24 11:52:40.580,885,1,5E11D780-CD3D-422C-808A-87D4272A814C
1,198,0.03101,2022-02-09 09:50:38.450,888,1,5C8BBCAA-23E8-4FCC-8B92-176EE79F12A5
1,224,0.12307,2023-06-26 11:18:20.903,889,1,32872324-58F2-471B-8423-662D7F9F1A14
1,25,4.4500001E-2,2023-03-01 11:46:03.573,890,1,1277DB94-CC5B-4588-820C-C9980DF6AF52
1,158,9.0599999E-2,2023-03-01 11:46:03.980,893,1,A9B201B4-BD43-45D4-84AF-0317DEA6B78D
1,224,0.15989999,2023-06-26 11:18:20.893,895,1,3BC6C16A-AE65-4DFF-BC20-2894E9058547
1,25,4.5839999E-2,2022-05-26 22:04:55.533,896,1,96D638B9-A95A-4FFD-B815-1C10B37C6D41
1,224,0.15395001,2023-05-25 11:18:20.287,901,1,8750CBF3-4445-4881-914E-51EAC7BE0424
1,79,3.6699999E-2,2023-03-01 11:46:03.463,903,1,B6ACB94F-5222-45FA-A25E-0D358489D23B
1,158,7.0139997E-2,2021-04-01 15:03:12.303,905,1,D8FCEAC1-2CFD-4A46-BA49-7780E9A50626
1,26,0.14049999,2023-06-26 11:18:20.943,908,1,D120D395-D4B9-49BB-AA77-450B6B55650C
1,159,0.1345,2023-03-01 11:46:03.210,911,1,761D2B78-B1C6-41CA-A182-CB0D94067735
1,26,0.16150001,2023-03-01 11:46:03.497,913,1,86276100-320B-4C96-BEE1-643B7D3C5C99
1,116,0.13349999,2023-05-25 11:18:20.043,915,1,29180FD6-7650-47B8-9A2A-5E62128966F8
